WBGeneID,WormbaseID,CelGeneID,Celegans_Symbol,Celegans_Tag,Human_Symbol,Human_Gene_ID,Identity,Evalue,Bits,Method,Publication
WBGene00000217,WBGene00000217,181444,asp-4,R12H7.2,A0A1B0GU03,-,53.821,0,334,NotRBH-HCOPandCelEqual,
WBGene00000218,WBGene00000218,179211,asp-5,F21F8.3,PGC,5225,387,0,180,OnlyCelToHuman,
WBGene00000219,WBGene00000219,179209,asp-6,F21F8.7,PGC,5225,385,0,187,OnlyCelToHuman,
WBGene00000220,WBGene00000220,174399,atf-2,K08F8.2,NFIL3,4783,58.333,0,67.8,RBH,
WBGene00000221,WBGene00000221,181576,atf-5,T04C10.4,ATF5,22809,271,0.000000056,51.6,OnlyCelToHuman,
WBGene00000222,WBGene00000222,181405,atf-6,F45E6.2,ATF6,22926,25.145,0,77.4,RBH,
WBGene00000224,WBGene00000224,178504,atgp-1,F26D10.9,SLC3A1,6519,25.312,6.09E-35,140,OnlyCelToHuman2,
WBGene00000225,WBGene00000225,175125,atgp-2,C38C6.2,SLC3A1,6519,27.287,0,186,RBH,
WBGene00000226,WBGene00000226,179352,atl-1,T06E4.3,ATR,545,25.581,0,254,RBH,
WBGene00000227,WBGene00000227,3565793,atm-1,Y48G1BL.2,ATM,472,28.612,0,247,RBH,
WBGene00000228,WBGene00000228,179709,atn-1,W04D2.1,ACTN4,81,59.295,0,1132,NotRBH-HCOPandCelEqual,
WBGene00000228,WBGene00000228,179709,atn-1,W04D2.1,ACTN1,87,60.373,0,1145,NotRBH-HCOPandCelEqual,
WBGene00000228,WBGene00000228,179709,atn-1,W04D2.1,ACTN2,88,60.97,0,1149,RBH,
WBGene00000228,WBGene00000228,179709,atn-1,W04D2.1,ACTN3,89,60.506,0,1132,NotRBH-HCOPandCelEqual,
WBGene00000229,WBGene00000229,175716,atp-2,C34E10.6,ATP5F1B,506,86.279,0,847,RBH,
WBGene00000230,WBGene00000230,172195,atp-3,F27C1.7,ATP5PO,539,42.64,0,157,RBH,
WBGene00000230,WBGene00000230,172195,atp-3,F27C1.7,H7C0C1,-,41.176,0,118,NotRBH-HCOPandCelEqual,
WBGene00000231,WBGene00000231,176465,atx-2,D2045.1,ATXN2,6311,26.201,0,74.3,NotRBH-HCOPandCelEqual,
WBGene00000231,WBGene00000231,176465,atx-2,D2045.1,ATXN2L,11273,27.66,0,82.4,RBH,
WBGene00000232,WBGene00000232,172270,avr-14,B0207.12,GLRA3,8001,40.758,0,313,RBH,
WBGene00000233,WBGene00000233,179834,avr-15,R11G10.1,GLRA3,8001,40.67,2.24E-98,309,OnlyCelToHuman2,
WBGene00000235,WBGene00000235,176330,baf-1,B0464.7,BANF1,8815,59.551,0,118,RBH,
WBGene00000235,WBGene00000235,176330,baf-1,B0464.7,BANF2,140836,37.5,0,69.3,NotRBH-HCOPandCelEqual,
WBGene00000238,WBGene00000238,180982,bar-1,C54D1.6,JUP,3728,28.364,1.03E-46,178,OnlyCelToHuman2,
WBGene00000239,WBGene00000239,175778,bas-1,C05D2.4,DDC,1644,40.115,2.61E-145,426,OnlyCelToHuman2,
WBGene00000240,WBGene00000240,174401,pah-1,K08F8.4,PAH,5053,56.72,0,516,RBH,
WBGene00000241,WBGene00000241,260219,bbs-1,Y105E8A.5,BBS1,582,28.397,0,267,RBH,
WBGene00000242,WBGene00000242,259580,bbs-2,F20D12.3,BBS2,583,33.485,0,370,RBH,
WBGene00000244,WBGene00000244,188904,bbs-8,T25F10.5,TTC8,123016,38.534,0,421,RBH,
WBGene00000246,WBGene00000246,178008,bcc-1,M7.3,BICC1,80114,30.769,0,185,RBH,
WBGene00000247,WBGene00000247,177345,bec-1,T19E7.3,BECN1,8678,30.312,0,130,RBH,
WBGene00000247,WBGene00000247,177345,bec-1,T19E7.3,BECN2,441925,29.43,0,116,NotRBH-HCOPandCelEqual,
WBGene00000248,WBGene00000248,175461,ben-1,C54C6.2,TUBB4B,10383,427,0,828,OnlyCelToHuman,
WBGene00000249,WBGene00000249,179597,bir-1,T27F2.3,BIRC5,332,37.895,1.59E-09,52.8,OnlyCelToHuman2,
WBGene00000250,WBGene00000250,179841,bir-2,C50B8.2,BIRC5,332,37.179,0.000000000139,57,RBH,
WBGene00000251,WBGene00000251,174653,bli-1,C09G5.6,COL24A1,255631,1108,0,90.9,OnlyCelToHuman,
WBGene00000252,WBGene00000252,191611,bli-2,F59E12.12,COL21A1,81578,689,0,89.7,OnlyCelToHuman,
WBGene00000253,WBGene00000253,171608,bli-3,F56C11.1,DUOX2,50506,34.984,0,947,RBH,
WBGene00000253,WBGene00000253,171608,bli-3,F56C11.1,DUOX1,53905,34.805,0,943,NotRBH-HCOPandCelEqual,
WBGene00000254,WBGene00000254,172333,bli-4,K04F10.4,PCSK6,5046,40.373,0,553,OnlyCelToHuman2,
WBGene00000256,WBGene00000256,177399,bli-6,Y73B6BL.34,COL6A5,256076,1658,0,125,OnlyCelToHuman,
WBGene00000257,WBGene00000257,179948,bmk-1,F23B12.8,KIF11,3832,38.064,0,447,RBH,
WBGene00000259,WBGene00000259,174039,bpl-1,F13H8.10,HLCS,3141,26.656,0,215,RBH,
WBGene00000262,WBGene00000262,181481,bra-1,F54B11.6,ZMYND11,10771,36.567,0,101,RBH,
WBGene00000264,WBGene00000264,175499,brc-1,C36A4.8,BRCA1,672,33.663,0.000000000915,62.8,RBH,
WBGene00000265,WBGene00000265,175959,brd-1,K04C2.4,BARD1,580,736,0,72.4,OnlyCelToHuman,
WBGene00000266,WBGene00000266,177717,bre-1,C53B4.7,GMDS,2762,64.075,0,501,RBH,
WBGene00000267,WBGene00000267,189753,bre-2,Y39E4B.9,B3GALT1,8708,28.372,3.48E-17,81.3,OnlyCelToHuman2,
WBGene00000269,WBGene00000269,190668,bre-4,Y73E7A.7,B4GALT3,8703,48.905,0,286,RBH,
WBGene00000270,WBGene00000270,178142,bre-5,T12G3.8,B3GNT3,10331,29.843,0,87.8,NotRBH-HCOPandCelEqual,
WBGene00000270,WBGene00000270,178142,bre-5,T12G3.8,B3GNT9,84752,26.16,0,81.3,NotRBH-HCOPandCelEqual,
WBGene00000270,WBGene00000270,178142,bre-5,T12G3.8,B3GNT6,192134,27.751,0,95.1,NotRBH-HCOPandCelEqual,
WBGene00000270,WBGene00000270,178142,bre-5,T12G3.8,A8MXE2,-,31.034,0,97.1,RBH,
WBGene00000271,WBGene00000271,174199,brf-1,F45E12.2,BRF1,2972,40.893,0,391,RBH,
WBGene00000274,WBGene00000274,174965,btf-1,F15D4.1,BTAF1,9044,26.538,0,510,RBH,
WBGene00000275,WBGene00000275,172468,bub-1,R06C7.8,BUB1,699,28.351,0,160,RBH,
WBGene00000275,WBGene00000275,172468,bub-1,R06C7.8,BUB1B,701,20.588,0.00000000563,59.7,NotRBH-HCOPandCelEqual,
WBGene00000276,WBGene00000276,175968,byn-1,F57B9.5,BYSL,705,50.594,0,419,RBH,
WBGene00000277,WBGene00000277,181382,cab-1,C23H4.1,NPDC1,56654,40.845,0,64.7,RBH,
WBGene00000279,WBGene00000279,186231,cah-1,F54D8.4,CA10,56934,36.15,2.67E-39,142,OnlyCelToHuman2,
WBGene00000280,WBGene00000280,174218,cah-2,D1022.8,CA11,770,35.094,0,157,NotRBH-HCOPandCelEqual,
WBGene00000280,WBGene00000280,174218,cah-2,D1022.8,CA10,56934,36.806,0,189,RBH,
WBGene00000281,WBGene00000281,181713,cah-3,K05G3.3,CA2,760,35.135,0,147,NotRBH-HCOPandCelEqual,
WBGene00000282,WBGene00000282,181478,cah-4,R01E6.3,CA2,760,32.576,2.70E-36,129,OnlyCelToHuman2,
WBGene00000283,WBGene00000283,180972,cah-5,R173.1,CA7,766,36.782,0,158,RBH,
WBGene00000284,WBGene00000284,189049,cah-6,T28F2.3,CA7,766,30.894,2.54E-34,125,OnlyCelToHuman2,
WBGene00000285,WBGene00000285,179715,cal-1,C13C12.1,CALM3,808,68.056,8.03E-69,204,OnlyCelToHuman2,
WBGene00000286,WBGene00000286,182789,cal-2,C18E9.1,CALM3,808,64.384,6.85E-64,192,OnlyCelToHuman2,
WBGene00000287,WBGene00000287,177143,cal-3,M02B7.6,CALM3,808,57.823,2.74E-58,181,OnlyCelToHuman2,
WBGene00000288,WBGene00000288,177945,cal-4,T07G12.1,CALM3,808,58.503,5.21E-55,172,OnlyCelToHuman2,
WBGene00000289,WBGene00000289,174473,cam-1,C01G6.8,ROR1,4919,44.444,0,256,NotRBH-HCOPandCelEqual,
WBGene00000289,WBGene00000289,174473,cam-1,C01G6.8,ROR2,4920,45.862,0,266,RBH,
WBGene00000292,WBGene00000292,177497,cap-1,D2024.6,CAPZA1,829,55.477,0,303,RBH,
WBGene00000292,WBGene00000292,177497,cap-1,D2024.6,CAPZA2,830,53.169,0,295,NotRBH-HCOPandCelEqual,
WBGene00000292,WBGene00000292,177497,cap-1,D2024.6,CAPZA3,93661,29.242,0,128,NotRBH-HCOPandCelEqual,
WBGene00000293,WBGene00000293,174673,cap-2,M106.5,CAPZB,832,66.667,0,387,RBH,
WBGene00000294,WBGene00000294,181729,cas-1,F41G4.2,CAP1,10487,37.419,0,310,RBH,
WBGene00000295,WBGene00000295,180837,cat-1,W01C8.6,SLC18A1,6570,46.154,0,417,NotRBH-HCOPandCelEqual,
WBGene00000295,WBGene00000295,180837,cat-1,W01C8.6,SLC18A2,6571,50.099,0,454,RBH,
WBGene00000296,WBGene00000296,173411,cat-2,B0432.5,TH,7054,523,0,382,OnlyCelToHuman,
WBGene00000298,WBGene00000298,179472,cat-4,F32G8.6,GCH1,2643,71.739,0,291,RBH,
WBGene00000301,WBGene00000301,177815,cav-1,T13F2.8,CAV1,857,35.484,0,93.6,RBH,
WBGene00000301,WBGene00000301,177815,cav-1,T13F2.8,CAV3,859,29.032,0,72,NotRBH-HCOPandCelEqual,
WBGene00000302,WBGene00000302,179838,cav-2,C56A3.7,CAV2,858,36.29,0,77.4,NotRBH-HCOPandCelEqual,
WBGene00000366,WBGene00000366,176380,cbp-1,R10E11.1,EP300,2033,48.412,0,887,RBH,
WBGene00000367,WBGene00000367,181045,cca-1,C54D2.5,CACNA1I,8911,58.621,0,662,NotRBH-HCOPandCelEqual,
WBGene00000367,WBGene00000367,181045,cca-1,C54D2.5,CACNA1H,8912,49.874,0,978,RBH,
WBGene00000367,WBGene00000367,181045,cca-1,C54D2.5,CACNA1G,8913,57.846,0,661,NotRBH-HCOPandCelEqual,
WBGene00000368,WBGene00000368,171933,ccb-1,T28F2.5,CACNB1,782,57.112,0,486,NotRBH-HCOPandCelEqual,
WBGene00000368,WBGene00000368,171933,ccb-1,T28F2.5,CACNB2,783,63.229,0,516,RBH,
WBGene00000368,WBGene00000368,171933,ccb-1,T28F2.5,CACNB3,784,60.567,0,454,NotRBH-HCOPandCelEqual,
WBGene00000368,WBGene00000368,171933,ccb-1,T28F2.5,CACNB4,785,62.907,0,488,NotRBH-HCOPandCelEqual,
WBGene00000369,WBGene00000369,176625,ccf-1,Y56A3A.20,CNOT8,9337,48.092,0,262,NotRBH-HCOPandCelEqual,
WBGene00000369,WBGene00000369,176625,ccf-1,Y56A3A.20,CNOT7,29883,48.289,0,268,RBH,
WBGene00000371,WBGene00000371,172832,cox-5B,F26E4.9,COX5B,1329,36.449,0,65.5,RBH,
WBGene00000372,WBGene00000372,188362,cyp-13A7,T10B9.10,CYP3A5,1577,31.65,0,232,RBH,
WBGene00000373,WBGene00000373,178926,cyp-14A5,F08F3.7,CYP2J2,1573,501,0,258,OnlyCelToHuman,
WBGene00000375,WBGene00000375,173936,cyp-44A1,ZK177.5,CYP24A1,1591,28.875,0,178,RBH,
WBGene00000376,WBGene00000376,178184,ccr-4,ZC518.3,CNOT6,57472,47.287,0,378,NotRBH-HCOPandCelEqual,
WBGene00000376,WBGene00000376,178184,ccr-4,ZC518.3,CNOT6L,246175,48.964,0,388,RBH,
WBGene00000377,WBGene00000377,174318,cct-1,T05C12.7,TCP1,6950,68.819,0,767,RBH,
WBGene00000378,WBGene00000378,174421,cct-2,T21B10.7,CCT2,10576,66.353,0,711,RBH,
WBGene00000379,WBGene00000379,174330,cct-4,K01C8.10,CCT4,10575,64.436,0,678,RBH,
WBGene00000380,WBGene00000380,175588,cct-5,C07G2.3,CCT5,22948,68.914,0,792,RBH,
WBGene00000381,WBGene00000381,175819,cct-6,F01F1.8,CCT6A,908,66.234,0,709,RBH,
WBGene00000381,WBGene00000381,175819,cct-6,F01F1.8,CCT6B,10693,64.935,0,679,NotRBH-HCOPandCelEqual,
WBGene00000382,WBGene00000382,172029,cdc-6,C43E11.10,CDC6,990,30.13,0,154,RBH,
WBGene00000383,WBGene00000383,173945,cdc-14,C17G10.4,CDC14B,8555,41.91,0,345,NotRBH-HCOPandCelEqual,
WBGene00000383,WBGene00000383,173945,cdc-14,C17G10.4,CDC14A,8556,40.86,0,364,RBH,
WBGene00000383,WBGene00000383,173945,cdc-14,C17G10.4,CDC14C,168448,42.063,0,332,NotRBH-HCOPandCelEqual,
WBGene00000386,WBGene00000386,172353,cdc-25.1,K06A5.7,CDC25A,993,36.842,0,120,RBH,
WBGene00000386,WBGene00000386,172353,cdc-25.1,K06A5.7,CDC25B,994,38.728,0,115,NotRBH-HCOPandCelEqual,
WBGene00000387,WBGene00000387,178645,cdc-25.2,F16B4.8,CDC25C,995,40.426,2.93E-25,107,OnlyCelToHuman2,
WBGene00000388,WBGene00000388,176260,cdc-25.3,ZK637.11,CDC25C,995,36.957,0,113,RBH,
WBGene00000389,WBGene00000389,191612,cdc-25.4,R05H5.2,CDC25A,993,34.118,2.34E-25,104,OnlyCelToHuman2,
WBGene00000390,WBGene00000390,174233,cdc-42,R07G3.1,CDC42,998,86.387,0,353,RBH,
WBGene00000390,WBGene00000390,174233,cdc-42,R07G3.1,RHOQ,23433,67.935,0,268,NotRBH-HCOPandCelEqual,
WBGene00000390,WBGene00000390,174233,cdc-42,R07G3.1,RHOJ,57381,63.298,0,250,NotRBH-HCOPandCelEqual,
WBGene00000391,WBGene00000391,183546,cdd-1,C47D2.2,CDA,978,43.307,4.26E-29,103,OnlyCelToHuman2,
WBGene00000392,WBGene00000392,186044,cdd-2,F49E8.4,CDA,978,49.206,0,127,RBH,
WBGene00000393,WBGene00000393,180923,cdf-1,C15B12.7,SLC30A1,7779,30.917,0,208,RBH,
WBGene00000393,WBGene00000393,180923,cdf-1,C15B12.7,SLC30A10,55532,33.75,0,102,NotRBH-HCOPandCelEqual,
WBGene00000395,WBGene00000395,176085,cdh-3,ZK112.7,DCHS2,54798,2082,0,240,OnlyCelToHuman,
WBGene00000396,WBGene00000396,175590,cdh-4,F25F2.2,FAT1,2195,28.035,0,1303,RBH,
WBGene00000397,WBGene00000397,177671,cdh-5,F08B4.2,FAT4,79633,2456,0,124,OnlyCelToHuman,
WBGene00000399,WBGene00000399,175143,cdh-7,R05H10.6,FAT4,79633,1459,0,108,OnlyCelToHuman,
WBGene00000401,WBGene00000401,186608,cdh-9,F59C12.1,CELSR2,1952,26.256,6.72E-24,107,OnlyCelToHuman2,
WBGene00000402,WBGene00000402,183476,cdh-10,C45G7.5,PCDHAC1,56135,485,0,121,OnlyCelToHuman,
WBGene00000403,WBGene00000403,174006,casy-1,B0034.3,CLSTN3,9746,27.181,0,271,NotRBH-HCOPandCelEqual,
WBGene00000403,WBGene00000403,174006,casy-1,B0034.3,CLSTN1,22883,29.829,0,340,RBH,
WBGene00000403,WBGene00000403,174006,casy-1,B0034.3,CLSTN2,64084,29.45,0,343,NotRBH-HCOPandCelEqual,
WBGene00000405,WBGene00000405,176374,cdk-1,T05G5.3,CDK1,983,64.548,0,411,RBH,
WBGene00000406,WBGene00000406,181472,cdk-4,F18H3.5,CDK4,1019,42.456,0,244,NotRBH-HCOPandCelEqual,
WBGene00000406,WBGene00000406,181472,cdk-4,F18H3.5,CDK6,1021,301,0,244,OnlyCelToHuman,
WBGene00000407,WBGene00000407,176774,cdk-5,T27E9.3,CDK5,1020,74.653,0,469,RBH,
WBGene00000408,WBGene00000408,171784,cdk-7,Y39G10AL.3,CDK7,1022,60.726,0,387,RBH,
WBGene00000409,WBGene00000409,172677,cdk-8,F39H11.3,CDK8,1024,60.95,0,473,NotRBH-HCOPandCelEqual,
WBGene00000409,WBGene00000409,172677,cdk-8,F39H11.3,CDK19,23097,61.186,0,467,RBH,
WBGene00000410,WBGene00000410,173023,cdk-9,H25P06.2,CDK9,1025,51.654,0,378,RBH,
WBGene00000411,WBGene00000411,174659,cdl-1,R06F6.1,SLBP,7884,37.037,0,79,RBH,
WBGene00000412,WBGene00000412,180064,cdr-1,F35E8.11,FAXC,84553,27.16,8.36E-22,93.6,OnlyCelToHuman2,
WBGene00000413,WBGene00000413,171896,cdt-1,Y54E10A.15,CDT1,81620,24.235,0,77.8,RBH,
WBGene00000414,WBGene00000414,176190,cec-1,ZK1236.2,CBX2,84733,49.091,0,69.7,RBH,
WBGene00000415,WBGene00000415,173064,ced-1,Y47H9C.4,MEGF11,84465,36.482,0,523,RBH,
WBGene00000415,WBGene00000415,173064,ced-1,Y47H9C.4,EGFEM1P,93556,35.135,0,77.8,NotRBH-HCOPandCelEqual,
WBGene00000416,WBGene00000416,176968,ced-2,Y41D4B.13,CRK,1398,30.333,0,116,RBH,
WBGene00000416,WBGene00000416,176968,ced-2,Y41D4B.13,CRKL,1399,29.739,0,110,NotRBH-HCOPandCelEqual,
WBGene00000417,WBGene00000417,178272,ced-3,C48D1.2,CASP2,835,33.457,0,150,NotRBH-HCOPandCelEqual,
WBGene00000417,WBGene00000417,178272,ced-3,C48D1.2,CASP3,836,34.231,0,147,RBH,
WBGene00000417,WBGene00000417,178272,ced-3,C48D1.2,CASP9,842,31.97,0,130,NotRBH-HCOPandCelEqual,
WBGene00000417,WBGene00000417,178272,ced-3,C48D1.2,CASP14,23581,27.917,0,97.1,NotRBH-HCOPandCelEqual,
WBGene00000418,WBGene00000418,175643,ced-4,C35D10.9,APAF1,317,,,,,Publication (PMID: 10224040)
WBGene00000419,WBGene00000419,177942,ced-5,C02F4.1,DOCK1,1793,29.342,0,639,RBH,
WBGene00000419,WBGene00000419,177942,ced-5,C02F4.1,DOCK2,1794,27.874,0,596,NotRBH-HCOPandCelEqual,
WBGene00000419,WBGene00000419,177942,ced-5,C02F4.1,DOCK5,80005,28.127,0,595,NotRBH-HCOPandCelEqual,
WBGene00000420,WBGene00000420,175773,ced-6,F56D2.7,GULP1,51454,46.316,0,165,RBH,
WBGene00000421,WBGene00000421,176352,ced-7,C48B4.4,ABCA3,21,27.008,8.40E-171,561,OnlyCelToHuman2,Publication (PMID: 9635425)
WBGene00000422,WBGene00000422,184190,ced-8,F08F1.5,XKR8,55113,25,0,72.8,NotRBH-HCOPandCelEqual,
WBGene00000422,WBGene00000422,184190,ced-8,F08F1.5,XKR4,114786,30.696,0,92.8,NotRBH-HCOPandCelEqual,
WBGene00000422,WBGene00000422,184190,ced-8,F08F1.5,XKR6,286046,25,0,103,RBH,
WBGene00000422,WBGene00000422,184190,ced-8,F08F1.5,XKR7,343702,24.936,0,67.4,NotRBH-HCOPandCelEqual,
WBGene00000422,WBGene00000422,184190,ced-8,F08F1.5,XKR9,389668,24.1,0,77.4,NotRBH-HCOPandCelEqual,
WBGene00000423,WBGene00000423,3565776,ced-9,T07C4.8,BCL2L2,599,24.257,0.00000000349,54.3,RBH,
WBGene00000424,WBGene00000424,177111,ced-10,C09G12.8,RAC1,5879,82.812,0,340,RBH,
WBGene00000424,WBGene00000424,177111,ced-10,C09G12.8,RAC2,5880,79.688,0,332,NotRBH-HCOPandCelEqual,
WBGene00000425,WBGene00000425,176288,ced-11,ZK512.3,TRPM3,80036,21.971,1.25E-20,99,OnlyCelToHuman2,
WBGene00000425,WBGene00000425,176288,ced-11,ZK512.3,TRPM3,80036,21.971,1.25E-20,99,OnlyCelToHuman2,
WBGene00000426,WBGene00000426,172890,ced-12,Y106G6E.5,ELMO1,9844,23.291,0,138,NotRBH-HCOPandCelEqual,
WBGene00000426,WBGene00000426,172890,ced-12,Y106G6E.5,ELMO2,63916,21.818,0,140,RBH,
WBGene00000426,WBGene00000426,172890,ced-12,Y106G6E.5,ELMO3,79767,21.449,0,117,NotRBH-HCOPandCelEqual,
WBGene00000427,WBGene00000427,191625,ced-13,R09F10.9,BH3,,,,,,Publication (PMID: 29666474 )
WBGene00000428,WBGene00000428,191614,ceh-1,F16H11.4,NKX1-1,54729,82.09,0,115,RBH,
WBGene00000428,WBGene00000428,191614,ceh-1,F16H11.4,NKX1-2,390010,82.812,0,120,NotRBH-HCOPandCelEqual,
WBGene00000429,WBGene00000429,191615,ceh-2,C27A12.5,EMX1,2016,57.843,0,110,RBH,
WBGene00000429,WBGene00000429,191615,ceh-2,C27A12.5,EMX2,2018,79.71,0,108,NotRBH-HCOPandCelEqual,
WBGene00000430,WBGene00000430,191616,ceh-5,C16C2.1,VAX1,11023,51.579,0,97.8,RBH,
WBGene00000430,WBGene00000430,191616,ceh-5,C16C2.1,VAX2,25806,51.064,0,94.7,NotRBH-HCOPandCelEqual,
WBGene00000431,WBGene00000431,172640,ceh-6,K02B12.1,POU3F3,5455,72.414,0,254,RBH,
WBGene00000431,WBGene00000431,172640,ceh-6,K02B12.1,POU3F4,5456,74.233,0,241,NotRBH-HCOPandCelEqual,
WBGene00000432,WBGene00000432,174391,ceh-7,C34C6.8,VENTX,27287,50.769,0,73.2,RBH,
WBGene00000433,WBGene00000433,191617,ceh-8,ZK265.4,RAX2,84839,77.273,0,113,RBH,
WBGene00000434,WBGene00000434,267057,ceh-9,Y65B4BR.9,HMX3,340784,59.722,7.83E-21,86.3,OnlyCelToHuman2,
WBGene00000435,WBGene00000435,175811,ceh-10,W03A3.1,VSX1,30813,72.881,0,193,RBH,
WBGene00000436,WBGene00000436,172255,ceh-12,F33D11.4,MNX1,3110,68.333,0,95.9,RBH,
WBGene00000437,WBGene00000437,176069,ceh-13,R13A5.5,HOXB1,3211,38.65,0,92.4,RBH,
WBGene00000438,WBGene00000438,181012,ceh-14,F46C8.5,LHX3,8022,57.018,0,263,RBH,
WBGene00000438,WBGene00000438,181012,ceh-14,F46C8.5,LHX4,89884,57.642,0,262,NotRBH-HCOPandCelEqual,
WBGene00000439,WBGene00000439,191618,ceh-16,C13G5.1,EN1,2019,57.265,0,134,NotRBH-HCOPandCelEqual,
WBGene00000439,WBGene00000439,191618,ceh-16,C13G5.1,EN2,2020,64,0,134,RBH,
WBGene00000440,WBGene00000440,172059,ceh-17,D1007.1,PHOX2A,401,81.429,0,129,RBH,
WBGene00000441,WBGene00000441,180671,ceh-18,ZC64.3,POU2F3,25833,352,0,182,OnlyCelToHuman,
WBGene00000442,WBGene00000442,177590,ceh-19,F20D12.6,BARHL2,343472,52,5.52E-18,80.5,OnlyCelToHuman2,
WBGene00000443,WBGene00000443,3565545,ceh-20,F31E3.1,PBX1,5087,64.516,0,373,NotRBH-HCOPandCelEqual,
WBGene00000443,WBGene00000443,3565545,ceh-20,F31E3.1,PBX2,5089,58.951,0,378,RBH,
WBGene00000443,WBGene00000443,3565545,ceh-20,F31E3.1,PBX3,5090,66.667,0,369,NotRBH-HCOPandCelEqual,
WBGene00000443,WBGene00000443,3565545,ceh-20,F31E3.1,PBX4,80714,59.929,0,342,NotRBH-HCOPandCelEqual,
WBGene00000444,WBGene00000444,180504,ceh-21,T26C11.6,ONECUT1,3175,439,0,135,OnlyCelToHuman,
WBGene00000445,WBGene00000445,179485,ceh-22,F29F11.5,NKX2-2,4821,211,0,125,OnlyCelToHuman,
WBGene00000446,WBGene00000446,176096,ceh-23,ZK652.5,NKX6-2,84504,29.936,2.44E-14,71.6,OnlyCelToHuman2,
WBGene00000447,WBGene00000447,179877,ceh-24,F55B12.1,NKX2-1,7080,57.627,0,129,NotRBH-HCOPandCelEqual,
WBGene00000447,WBGene00000447,179877,ceh-24,F55B12.1,NKX2-4,644524,52.239,0,126,RBH,
WBGene00000448,WBGene00000448,176137,pros-1,K12H4.1,PROX1,5629,53.933,0,219,RBH,
WBGene00000448,WBGene00000448,176137,pros-1,K12H4.1,PROX2,283571,54.967,0,194,NotRBH-HCOPandCelEqual,
WBGene00000449,WBGene00000449,185853,ceh-27,F46F3.1,NKX2-6,137814,55.844,3.12E-23,95.9,OnlyCelToHuman2,
WBGene00000450,WBGene00000450,191619,ceh-28,K03A11.3,NKX2-6,137814,65.789,0,107,RBH,
WBGene00000450,WBGene00000450,191619,ceh-28,K03A11.3,NKX2-3,159296,70.588,0,104,NotRBH-HCOPandCelEqual,
WBGene00000451,WBGene00000451,191620,ceh-30,C33D12.7,BARX2,8538,53.409,0,95.1,NotRBH-HCOPandCelEqual,
WBGene00000451,WBGene00000451,191620,ceh-30,C33D12.7,BARX1,56033,58.442,0,95.5,NotRBH-HCOPandCelEqual,
WBGene00000452,WBGene00000452,191621,ceh-31,C33D12.1,BARHL1,56751,52.381,0,134,RBH,
WBGene00000452,WBGene00000452,191621,ceh-31,C33D12.1,BARHL2,343472,63.636,0,133,NotRBH-HCOPandCelEqual,
WBGene00000453,WBGene00000453,179603,ceh-32,W05E10.3,SIX6,4990,65.761,0,243,RBH,
WBGene00000453,WBGene00000453,179603,ceh-32,W05E10.3,SIX3,6496,65.591,0,246,NotRBH-HCOPandCelEqual,
WBGene00000454,WBGene00000454,191622,ceh-33,C10G8.7,SIX1,6495,63.793,0,248,RBH,
WBGene00000455,WBGene00000455,178919,ceh-34,C10G8.6,SIX2,10736,182,0,207,OnlyCelToHuman,
WBGene00000457,WBGene00000457,181529,ceh-36,C37E2.4,CRX,1406,93,0,89,OnlyCelToHuman,
WBGene00000458,WBGene00000458,181530,ceh-37,C37E2.5,OTX2,5015,38.506,1.75E-25,102,OnlyCelToHuman2,
WBGene00000459,WBGene00000459,174136,ceh-38,F22D3.1,ONECUT1,3175,440,0,193,OnlyCelToHuman,
WBGene00000460,WBGene00000460,180505,ceh-39,T26C11.7,ONECUT1,3175,439,0,132,OnlyCelToHuman,
WBGene00000461,WBGene00000461,191624,ceh-40,F17A2.5,PBX3,5090,40.755,3.91E-56,187,OnlyCelToHuman2,
WBGene00000463,WBGene00000463,175581,ceh-43,C28A5.4,DLX1,1745,63.218,0,115,NotRBH-HCOPandCelEqual,
WBGene00000463,WBGene00000463,175581,ceh-43,C28A5.4,DLX2,1746,59.615,0,107,NotRBH-HCOPandCelEqual,
WBGene00000463,WBGene00000463,175581,ceh-43,C28A5.4,DLX3,1747,47.445,0,106,NotRBH-HCOPandCelEqual,
WBGene00000463,WBGene00000463,175581,ceh-43,C28A5.4,DLX4,1748,46.853,0,105,NotRBH-HCOPandCelEqual,
WBGene00000463,WBGene00000463,175581,ceh-43,C28A5.4,DLX5,1749,45.679,0,107,NotRBH-HCOPandCelEqual,
WBGene00000463,WBGene00000463,175581,ceh-43,C28A5.4,DLX6,1750,65.116,0,112,RBH,
WBGene00000464,WBGene00000464,175372,ceh-44,Y54F10AM.4,CUX1,1523,30.266,0,163,NotRBH-HCOPandCelEqual,
WBGene00000464,WBGene00000464,175372,ceh-44,Y54F10AM.4,CUX2,23316,33.506,0,170,RBH,
WBGene00000466,WBGene00000466,172814,cel-1,C03D6.3,RNGTT,8732,40.925,0,424,RBH,
WBGene00000468,WBGene00000468,185718,ces-1,F43G9.11,SCRT1,83482,64.539,0,210,RBH,
WBGene00000469,WBGene00000469,173365,ces-2,ZK909.4,DBP,1628,54.054,0,76.3,RBH,
WBGene00000472,WBGene00000472,174690,cey-1,F33A8.3,YBX1,4904,76.596,0,152,RBH,
WBGene00000472,WBGene00000472,174690,cey-1,F33A8.3,YBX2,51087,70.968,0,146,NotRBH-HCOPandCelEqual,
